Settlement,StatisticGroup,StatisticGroupKod,Year,Count,NumResidents,CrimeRate,DistrictName
ערערה,עבירות רשוי,1100,2020,1,26147,0.00%,חיפה
ערערה,עבירות תנועה,10000,2020,5,26147,0.02%,חיפה
ערערה,שאר עבירות,1200,2020,1,26147,0.00%,חיפה
ערערה,כל העבירות,-2,2020,653,26147,2.50%,חיפה
ערערה-בנגב,סעיפי הגדרה,1300,2020,1,20381,0.00%,דרום
ערערה-בנגב,עבירות בטחון,100,2020,101,20381,0.50%,דרום
ערערה-בנגב,עבירות כלכליות,900,2020,4,20381,0.02%,דרום
ערערה-בנגב,עבירות כלפי המוסר,600,2020,12,20381,0.06%,דרום
ערערה-בנגב,עבירות כלפי הרכוש,700,2020,176,20381,0.86%,דרום
ערערה-בנגב,עבירות מין,500,2020,6,20381,0.03%,דרום
ערערה-בנגב,עבירות מרמה,800,2020,27,20381,0.13%,דרום
ערערה-בנגב,עבירות נגד אדם,300,2020,5,20381,0.02%,דרום
ערערה-בנגב,עבירות נגד גוף,400,2020,239,20381,1.17%,דרום
ערערה-בנגב,עבירות סדר ציבורי,200,2020,695,20381,3.41%,דרום
ערערה-בנגב,עבירות רשוי,1100,2020,20,20381,0.10%,דרום
ערערה-בנגב,עבירות תנועה,10000,2020,15,20381,0.07%,דרום
ערערה-בנגב,כל העבירות,-2,2020,1301,20381,6.38%,דרום
פוריידיס,עבירות בטחון,100,2020,14,13722,0.10%,חיפה
פוריידיס,עבירות כלכליות,900,2020,1,13722,0.01%,חיפה
פוריידיס,עבירות כלפי המוסר,600,2020,48,13722,0.35%,חיפה
פוריידיס,עבירות כלפי הרכוש,700,2020,116,13722,0.85%,חיפה
פוריידיס,עבירות מין,500,2020,1,13722,0.01%,חיפה
פוריידיס,עבירות מרמה,800,2020,13,13722,0.09%,חיפה
פוריידיס,עבירות נגד אדם,300,2020,1,13722,0.01%,חיפה
פוריידיס,עבירות נגד גוף,400,2020,57,13722,0.42%,חיפה
פוריידיס,עבירות סדר ציבורי,200,2020,185,13722,1.35%,חיפה
פוריידיס,עבירות תנועה,10000,2020,5,13722,0.04%,חיפה
פוריידיס,כל העבירות,-2,2020,441,13722,3.21%,חיפה
פקיעין,עבירות בטחון,100,2020,1,6104,0.02%,צפון
פקיעין,עבירות כלכליות,900,2020,2,6104,0.03%,צפון
פקיעין,עבירות כלפי המוסר,600,2020,7,6104,0.11%,צפון
פקיעין,עבירות כלפי הרכוש,700,2020,21,6104,0.34%,צפון
פקיעין,עבירות מין,500,2020,2,6104,0.03%,צפון
פקיעין,עבירות מרמה,800,2020,5,6104,0.08%,צפון
פקיעין,עבירות נגד גוף,400,2020,10,6104,0.16%,צפון
פקיעין,עבירות סדר ציבורי,200,2020,48,6104,0.79%,צפון
פקיעין,עבירות רשוי,1100,2020,2,6104,0.03%,צפון
פקיעין,עבירות תנועה,10000,2020,1,6104,0.02%,צפון
פקיעין,כל העבירות,-2,2020,99,6104,1.62%,צפון
פרדס חנה-כרכור,עבירות בטחון,100,2020,9,44840,0.02%,חיפה
פרדס חנה-כרכור,עבירות כלפי המוסר,600,2020,184,44840,0.41%,חיפה
פרדס חנה-כרכור,עבירות כלפי הרכוש,700,2020,491,44840,1.10%,חיפה
פרדס חנה-כרכור,עבירות מין,500,2020,27,44840,0.06%,חיפה
פרדס חנה-כרכור,עבירות מרמה,800,2020,47,44840,0.10%,חיפה
פרדס חנה-כרכור,עבירות נגד אדם,300,2020,2,44840,0.00%,חיפה
פרדס חנה-כרכור,עבירות נגד גוף,400,2020,274,44840,0.61%,חיפה
פרדס חנה-כרכור,עבירות סדר ציבורי,200,2020,613,44840,1.37%,חיפה
פרדס חנה-כרכור,עבירות רשוי,1100,2020,2,44840,0.00%,חיפה
פרדס חנה-כרכור,עבירות תנועה,10000,2020,12,44840,0.03%,חיפה
פרדס חנה-כרכור,שאר עבירות,1200,2020,1,44840,0.00%,חיפה
פרדס חנה-כרכור,כל העבירות,-2,2020,1662,44840,3.71%,חיפה
פתח תקווה,סעיפי הגדרה,1300,2020,10,255387,0.00%,תל אביב
פתח תקווה,עבירות בטחון,100,2020,21,255387,0.01%,תל אביב
פתח תקווה,עבירות כלכליות,900,2020,14,255387,0.01%,תל אביב
פתח תקווה,עבירות כלפי המוסר,600,2020,434,255387,0.17%,תל אביב
פתח תקווה,עבירות כלפי הרכוש,700,2020,2992,255387,1.17%,תל אביב
פתח תקווה,עבירות מין,500,2020,185,255387,0.07%,תל אביב
פתח תקווה,עבירות מנהליות,1000,2020,1,255387,0.00%,תל אביב
פתח תקווה,עבירות מרמה,800,2020,419,255387,0.16%,תל אביב
פתח תקווה,עבירות נגד אדם,300,2020,6,255387,0.00%,תל אביב
פתח תקווה,עבירות נגד גוף,400,2020,1511,255387,0.59%,תל אביב
פתח תקווה,עבירות סדר ציבורי,200,2020,2816,255387,1.10%,תל אביב
פתח תקווה,עבירות רשוי,1100,2020,15,255387,0.01%,תל אביב
פתח תקווה,עבירות תנועה,10000,2020,42,255387,0.02%,תל אביב
פתח תקווה,שאר עבירות,1200,2020,1,255387,0.00%,תל אביב
פתח תקווה,כל העבירות,-2,2020,8467,255387,3.32%,תל אביב
צפת,סעיפי הגדרה,1300,2020,1,38029,0.00%,צפון
צפת,עבירות בטחון,100,2020,9,38029,0.02%,צפון
צפת,עבירות כלכליות,900,2020,10,38029,0.03%,צפון
צפת,עבירות כלפי המוסר,600,2020,184,38029,0.48%,צפון
צפת,עבירות כלפי הרכוש,700,2020,346,38029,0.91%,צפון
צפת,עבירות מין,500,2020,40,38029,0.11%,צפון
צפת,עבירות מרמה,800,2020,51,38029,0.13%,צפון
צפת,עבירות נגד גוף,400,2020,189,38029,0.50%,צפון
צפת,עבירות סדר ציבורי,200,2020,384,38029,1.01%,צפון
צפת,עבירות רשוי,1100,2020,1,38029,0.00%,צפון
צפת,עבירות תנועה,10000,2020,9,38029,0.02%,צפון
צפת,כל העבירות,-2,2020,1224,38029,3.22%,צפון
קדומים,עבירות בטחון,100,2020,4,4548,0.09%,מרכז
קדומים,עבירות כלפי המוסר,600,2020,4,4548,0.09%,מרכז
קדומים,עבירות כלפי הרכוש,700,2020,17,4548,0.37%,מרכז
קדומים,עבירות מין,500,2020,4,4548,0.09%,מרכז
קדומים,עבירות מרמה,800,2020,5,4548,0.11%,מרכז
קדומים,עבירות נגד גוף,400,2020,5,4548,0.11%,מרכז
קדומים,עבירות סדר ציבורי,200,2020,11,4548,0.24%,מרכז
קדומים,עבירות תנועה,10000,2020,1,4548,0.02%,מרכז
קדומים,כל העבירות,-2,2020,51,4548,1.12%,מרכז
קלנסווה,סעיפי הגדרה,1300,2020,1,24205,0.00%,מרכז
קלנסווה,עבירות בטחון,100,2020,43,24205,0.18%,מרכז
קלנסווה,עבירות כלכליות,900,2020,2,24205,0.01%,מרכז
קלנסווה,עבירות כלפי המוסר,600,2020,59,24205,0.24%,מרכז
קלנסווה,עבירות כלפי הרכוש,700,2020,226,24205,0.93%,מרכז
קלנסווה,עבירות מין,500,2020,12,24205,0.05%,מרכז
קלנסווה,עבירות מרמה,800,2020,42,24205,0.17%,מרכז
קלנסווה,עבירות נגד אדם,300,2020,5,24205,0.02%,מרכז
קלנסווה,עבירות נגד גוף,400,2020,158,24205,0.65%,מרכז
קלנסווה,עבירות סדר ציבורי,200,2020,459,24205,1.90%,מרכז
קלנסווה,עבירות רשוי,1100,2020,2,24205,0.01%,מרכז
קלנסווה,עבירות תנועה,10000,2020,8,24205,0.03%,מרכז
קלנסווה,כל העבירות,-2,2020,1017,24205,4.20%,מרכז
קצרין,עבירות בטחון,100,2020,2,7876,0.03%,צפון
קצרין,עבירות כלכליות,900,2020,1,7876,0.01%,צפון
קצרין,עבירות כלפי המוסר,600,2020,64,7876,0.81%,צפון
קצרין,עבירות כלפי הרכוש,700,2020,49,7876,0.62%,צפון
קצרין,עבירות מין,500,2020,10,7876,0.13%,צפון
קצרין,עבירות מרמה,800,2020,50,7876,0.63%,צפון
קצרין,עבירות נגד גוף,400,2020,32,7876,0.41%,צפון
קצרין,עבירות סדר ציבורי,200,2020,67,7876,0.85%,צפון
קצרין,עבירות תנועה,10000,2020,4,7876,0.05%,צפון
קצרין,כל העבירות,-2,2020,279,7876,3.54%,צפון
קרית אונו,עבירות כלכליות,900,2020,1,43241,0.00%,תל אביב
קרית אונו,עבירות כלפי המוסר,600,2020,51,43241,0.12%,תל אביב
קרית אונו,עבירות כלפי הרכוש,700,2020,311,43241,0.72%,תל אביב
קרית אונו,עבירות מין,500,2020,11,43241,0.03%,תל אביב
קרית אונו,עבירות מרמה,800,2020,54,43241,0.12%,תל אביב
קרית אונו,עבירות נגד גוף,400,2020,94,43241,0.22%,תל אביב
קרית אונו,עבירות סדר ציבורי,200,2020,265,43241,0.61%,תל אביב
קרית אונו,עבירות תנועה,10000,2020,3,43241,0.01%,תל אביב
קרית אונו,כל העבירות,-2,2020,790,43241,1.83%,תל אביב
קרית ארבע,עבירות בטחון,100,2020,9,7490,0.12%,ירושלים
קרית ארבע,עבירות כלפי המוסר,600,2020,15,7490,0.20%,ירושלים
קרית ארבע,עבירות כלפי הרכוש,700,2020,64,7490,0.85%,ירושלים
קרית ארבע,עבירות מין,500,2020,7,7490,0.09%,ירושלים
קרית ארבע,עבירות מנהליות,1000,2020,1,7490,0.01%,ירושלים
קרית ארבע,עבירות מרמה,800,2020,7,7490,0.09%,ירושלים
קרית ארבע,עבירות נגד גוף,400,2020,77,7490,1.03%,ירושלים
קרית ארבע,עבירות סדר ציבורי,200,2020,121,7490,1.62%,ירושלים
קרית ארבע,עבירות רשוי,1100,2020,1,7490,0.01%,ירושלים
קרית ארבע,כל העבירות,-2,2020,302,7490,4.03%,ירושלים
קרית אתא,עבירות בטחון,100,2020,3,61142,0.00%,חיפה
קרית אתא,עבירות כלכליות,900,2020,1,61142,0.00%,חיפה
קרית אתא,עבירות כלפי המוסר,600,2020,147,61142,0.24%,חיפה
קרית אתא,עבירות כלפי הרכוש,700,2020,784,61142,1.28%,חיפה
קרית אתא,עבירות מין,500,2020,41,61142,0.07%,חיפה
קרית אתא,עבירות מרמה,800,2020,107,61142,0.18%,חיפה
קרית אתא,עבירות נגד אדם,300,2020,3,61142,0.00%,חיפה
קרית אתא,עבירות נגד גוף,400,2020,409,61142,0.67%,חיפה
קרית אתא,עבירות סדר ציבורי,200,2020,810,61142,1.32%,חיפה
קרית אתא,עבירות רשוי,1100,2020,4,61142,0.01%,חיפה
קרית אתא,עבירות תנועה,10000,2020,4,61142,0.01%,חיפה
קרית אתא,כל העבירות,-2,2020,2313,61142,3.78%,חיפה
קרית ביאליק,סעיפי הגדרה,1300,2020,1,44620,0.00%,חיפה
קרית ביאליק,עבירות בטחון,100,2020,6,44620,0.01%,חיפה
קרית ביאליק,עבירות כלכליות,900,2020,1,44620,0.00%,חיפה
קרית ביאליק,עבירות כלפי המוסר,600,2020,89,44620,0.20%,חיפה
קרית ביאליק,עבירות כלפי הרכוש,700,2020,632,44620,1.42%,חיפה
קרית ביאליק,עבירות מין,500,2020,25,44620,0.06%,חיפה
קרית ביאליק,עבירות מרמה,800,2020,79,44620,0.18%,חיפה
קרית ביאליק,עבירות נגד גוף,400,2020,248,44620,0.56%,חיפה
קרית ביאליק,עבירות סדר ציבורי,200,2020,495,44620,1.11%,חיפה
קרית ביאליק,עבירות רשוי,1100,2020,4,44620,0.01%,חיפה
קרית ביאליק,עבירות תנועה,10000,2020,4,44620,0.01%,חיפה
קרית ביאליק,כל העבירות,-2,2020,1584,44620,3.55%,חיפה
קרית גת,סעיפי הגדרה,1300,2020,4,64437,0.01%,דרום
קרית גת,עבירות בטחון,100,2020,9,64437,0.01%,דרום
קרית גת,עבירות כלכליות,900,2020,7,64437,0.01%,דרום
קרית גת,עבירות כלפי המוסר,600,2020,235,64437,0.36%,דרום
קרית גת,עבירות כלפי הרכוש,700,2020,796,64437,1.24%,דרום
קרית גת,עבירות מין,500,2020,61,64437,0.09%,דרום
קרית גת,עבירות מנהליות,1000,2020,1,64437,0.00%,דרום
קרית גת,עבירות מרמה,800,2020,103,64437,0.16%,דרום
קרית גת,עבירות נגד אדם,300,2020,3,64437,0.00%,דרום
קרית גת,עבירות נגד גוף,400,2020,660,64437,1.02%,דרום
קרית גת,עבירות סדר ציבורי,200,2020,1244,64437,1.93%,דרום
קרית גת,עבירות רשוי,1100,2020,35,64437,0.05%,דרום
קרית גת,עבירות תנועה,10000,2020,29,64437,0.05%,דרום
קרית גת,כל העבירות,-2,2020,3187,64437,4.95%,דרום
קרית טבעון,עבירות בטחון,100,2020,1,19180,0.01%,חיפה
קרית טבעון,עבירות כלכליות,900,2020,1,19180,0.01%,חיפה
קרית טבעון,עבירות כלפי המוסר,600,2020,8,19180,0.04%,חיפה
קרית טבעון,עבירות כלפי הרכוש,700,2020,228,19180,1.19%,חיפה
קרית טבעון,עבירות מין,500,2020,8,19180,0.04%,חיפה
קרית טבעון,עבירות מרמה,800,2020,29,19180,0.15%,חיפה
קרית טבעון,עבירות נגד גוף,400,2020,66,19180,0.34%,חיפה
קרית טבעון,עבירות סדר ציבורי,200,2020,150,19180,0.78%,חיפה
קרית טבעון,עבירות רשוי,1100,2020,1,19180,0.01%,חיפה
קרית טבעון,עבירות תנועה,10000,2020,1,19180,0.01%,חיפה
קרית טבעון,כל העבירות,-2,2020,493,19180,2.57%,חיפה
קרית ים,עבירות בטחון,100,2020,3,41095,0.01%,חיפה
קרית ים,עבירות כלפי המוסר,600,2020,114,41095,0.28%,חיפה
קרית ים,עבירות כלפי הרכוש,700,2020,449,41095,1.09%,חיפה
קרית ים,עבירות מין,500,2020,22,41095,0.05%,חיפה
קרית ים,עבירות מרמה,800,2020,59,41095,0.14%,חיפה
קרית ים,עבירות נגד אדם,300,2020,3,41095,0.01%,חיפה
קרית ים,עבירות נגד גוף,400,2020,280,41095,0.68%,חיפה
קרית ים,עבירות סדר ציבורי,200,2020,494,41095,1.20%,חיפה
קרית ים,עבירות רשוי,1100,2020,1,41095,0.00%,חיפה
קרית ים,עבירות תנועה,10000,2020,5,41095,0.01%,חיפה
קרית ים,כל העבירות,-2,2020,1430,41095,3.48%,חיפה
קרית מוצקין,עבירות בטחון,100,2020,5,48001,0.01%,חיפה
קרית מוצקין,עבירות כלכליות,900,2020,3,48001,0.01%,חיפה
קרית מוצקין,עבירות כלפי המוסר,600,2020,124,48001,0.26%,חיפה
קרית מוצקין,עבירות כלפי הרכוש,700,2020,616,48001,1.28%,חיפה
קרית מוצקין,עבירות מין,500,2020,17,48001,0.04%,חיפה
קרית מוצקין,עבירות מרמה,800,2020,58,48001,0.12%,חיפה
קרית מוצקין,עבירות נגד גוף,400,2020,223,48001,0.46%,חיפה
קרית מוצקין,עבירות סדר ציבורי,200,2020,438,48001,0.91%,חיפה
קרית מוצקין,עבירות תנועה,10000,2020,5,48001,0.01%,חיפה
קרית מוצקין,כל העבירות,-2,2020,1489,48001,3.10%,חיפה
קרית מלאכי,סעיפי הגדרה,1300,2020,1,25705,0.00%,דרום
קרית מלאכי,עבירות בטחון,100,2020,4,25705,0.02%,דרום
קרית מלאכי,עבירות כלכליות,900,2020,4,25705,0.02%,דרום
קרית מלאכי,עבירות כלפי המוסר,600,2020,81,25705,0.32%,דרום
קרית מלאכי,עבירות כלפי הרכוש,700,2020,397,25705,1.54%,דרום
קרית מלאכי,עבירות מין,500,2020,24,25705,0.09%,דרום
קרית מלאכי,עבירות מרמה,800,2020,55,25705,0.21%,דרום
קרית מלאכי,עבירות נגד גוף,400,2020,381,25705,1.48%,דרום
קרית מלאכי,עבירות סדר ציבורי,200,2020,694,25705,2.70%,דרום
קרית מלאכי,עבירות רשוי,1100,2020,23,25705,0.09%,דרום
קרית מלאכי,עבירות תנועה,10000,2020,9,25705,0.04%,דרום
קרית מלאכי,כל העבירות,-2,2020,1673,25705,6.51%,דרום
קרית עקרון,סעיפי הגדרה,1300,2020,3,10993,0.03%,מרכז
קרית עקרון,עבירות בטחון,100,2020,3,10993,0.03%,מרכז
קרית עקרון,עבירות כלכליות,900,2020,4,10993,0.04%,מרכז
קרית עקרון,עבירות כלפי המוסר,600,2020,33,10993,0.30%,מרכז
קרית עקרון,עבירות כלפי הרכוש,700,2020,167,10993,1.52%,מרכז
קרית עקרון,עבירות מין,500,2020,9,10993,0.08%,מרכז
קרית עקרון,עבירות מרמה,800,2020,21,10993,0.19%,מרכז
קרית עקרון,עבירות נגד אדם,300,2020,1,10993,0.01%,מרכז
קרית עקרון,עבירות נגד גוף,400,2020,88,10993,0.80%,מרכז
קרית עקרון,עבירות סדר ציבורי,200,2020,151,10993,1.37%,מרכז
